244,245,244,245,267,244,244,244,245,244,244,244,244,245,267,244,244,245,245,245,267,267,267,267,267,267,267,267,267,245,245,245,245,245,245,268
244,245,244,245,244,266,266,244,244,266,266,266,244,244,244,266,244,267,267,267,267,267,267,267,267,267,267,267,157,143,144,144,144,144,145,268
244,245,244,244,266,244,245,245,245,245,266,266,266,266,244,244,244,245,266,267,154,155,155,156,143,144,144,145,179,165,166,166,166,166,167,268
244,244,266,266,266,244,245,267,267,267,266,267,244,244,266,266,244,244,266,267,180,177,177,183,165,166,166,167,179,165,166,166,166,166,167,268
266,244,245,245,266,244,245,244,244,244,266,244,245,244,244,244,266,244,266,267,180,177,177,183,165,166,166,167,179,165,166,166,166,166,167,268
244,245,245,267,266,159,160,221,221,159,266,244,244,266,266,266,266,244,266,267,180,177,177,183,165,166,166,167,179,165,166,166,166,166,167,268
244,245,244,244,244,179,245,244,244,244,244,266,266,266,266,266,244,244,266,267,180,177,177,183,165,166,166,167,179,165,166,166,166,166,167,268
244,244,266,244,244,179,244,266,266,266,266,266,267,267,244,244,244,245,266,267,180,177,177,183,165,166,166,167,179,165,166,166,166,166,167,268
266,266,159,159,159,162,244,146,267,266,267,267,244,244,266,244,245,245,266,267,180,177,177,183,165,166,166,167,179,165,166,166,166,166,167,268
244,245,163,245,245,266,266,168,266,267,267,266,266,266,266,244,245,267,266,267,180,177,182,183,165,166,166,167,179,165,166,166,166,166,167,268
244,244,185,267,267,266,267,168,266,266,267,245,266,267,267,244,245,245,266,267,180,177,204,183,165,166,166,167,179,165,166,166,166,166,167,268
266,244,163,244,244,266,267,168,245,266,267,244,266,267,244,244,244,244,266,267,180,177,182,183,165,166,166,167,179,165,166,166,166,166,167,268
244,245,185,266,266,266,267,168,245,244,244,266,266,267,244,245,244,245,266,267,180,177,204,183,165,166,166,167,179,165,166,166,166,166,167,268
244,245,163,245,245,266,267,168,267,266,266,266,267,244,245,245,244,245,266,267,180,177,182,183,165,166,166,167,179,165,166,166,166,166,167,268
244,245,185,267,267,267,267,168,267,267,244,244,244,244,244,244,244,244,266,267,180,177,204,183,165,166,166,167,179,165,166,166,166,166,167,268
244,245,163,244,245,244,244,168,244,266,266,244,266,266,244,245,266,244,266,267,180,177,177,183,165,166,166,167,179,165,166,166,166,166,167,268
244,245,185,244,244,266,266,168,245,266,267,244,245,266,244,245,267,266,266,267,180,177,177,183,165,166,166,167,179,165,166,166,166,166,167,268
244,245,163,266,244,244,266,168,245,266,267,244,245,266,244,244,244,244,266,267,180,177,177,183,165,166,166,167,179,165,166,166,166,166,167,268
244,244,185,159,159,266,244,168,244,266,267,244,244,266,244,244,266,244,266,267,180,177,177,183,165,166,166,167,179,165,166,166,166,166,167,268
266,266,266,267,183,266,266,168,266,266,267,266,266,266,266,266,266,266,266,267,180,177,177,183,165,166,166,167,179,165,166,170,171,166,167,268
268,268,268,268,183,268,268,168,268,268,268,268,268,268,268,268,268,268,268,268,180,177,177,183,165,166,166,167,179,165,166,192,193,166,167,268
268,268,268,268,183,268,268,168,268,268,268,268,268,268,268,268,268,268,268,268,180,177,177,183,165,166,166,167,179,165,166,166,166,166,167,268
268,268,268,268,268,268,268,168,268,268,268,268,268,268,268,268,268,268,268,268,180,177,177,183,165,166,166,167,179,165,166,166,166,166,167,268
268,268,268,268,268,268,352,353,354,268,268,268,268,268,268,268,268,268,268,268,180,177,177,183,165,166,166,167,179,165,166,166,166,166,167,268
268,268,268,268,268,268,268,168,245,268,268,245,245,268,245,245,245,245,245,245,180,177,177,183,165,166,166,167,179,187,188,188,173,188,189,268
265,265,265,265,265,265,265,168,245,245,245,245,245,245,245,245,245,245,245,245,198,199,199,200,165,166,166,167,201,268,268,268,355,268,268,268
144,144,144,144,144,144,144,195,144,144,144,144,144,289,144,144,144,144,144,144,144,144,144,144,174,166,166,152,144,144,144,144,195,144,144,144
166,166,166,166,166,166,166,166,166,166,166,166,166,311,166,166,166,166,166,166,274,274,252,274,274,274,274,274,274,274,274,274,274,274,274,166
166,166,166,166,166,166,166,166,166,166,166,166,166,311,166,166,166,166,166,166,274,274,274,274,274,274,274,271,274,274,274,274,274,274,274,166
188,188,188,188,188,188,188,188,188,188,188,188,188,333,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,245,268
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,268
267,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,267,267,267,267,267,267,267,245,245,267,267,267,267,267,245,268,268
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,267,267,267,267,267,267,267,267,245,245,267,245,245,245,245,245,267,268,267,268,268
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,268,268,268,268,267,267,267,267,267,267,267,267,267,268,268,267,268
